,username,query_date,report_name,doc,start_date,end_date,is_period
1,calvin,2017-02-10,calvin,ODS_PA_0500_P,2016-11-30,2016-11-30,True
2,calvin,2017-02-10,calvin,ODS_FIN_0573,,9999-12-31,True
8,calvin,2017-02-10,calvin,ODS_FIN_0740,,9999-12-31,True
9,calvin,2017-02-10,calvin,ODS_FIN_0741,,9999-12-31,True
10,calvin,2017-02-10,calvin,ODS_FIN_0742,,9999-12-31,True
11,calvin,2017-02-10,calvin,ODS_FIN_0743,,9999-12-31,True
15,calvin,2017-02-10,calvin,ODS_FIN_0761,,9999-12-31,True
17,calvin,2017-02-10,calvin,ODS_FIN_0783,,9999-12-31,True
18,calvin,2017-02-10,calvin,ODS_FIN_0784,,9999-12-31,True
19,calvin,2017-02-10,calvin,ODS_FIN_0785,,9999-12-31,True
169,calvin,2017-02-10,calvin,ODS_FIN_0571,,9999-12-31,True
173,calvin,2017-02-08,calvin,ODS_CLM_0440,,9999-12-31,True
235,calvin,2017-02-10,calvin,ODS_FIN_0570,,9999-12-31,True
245,calvin,2017-02-09,calvin,ODS_CLM_0440,,9999-12-31,True
307,calvin,2017-02-14,calvin,ODS_FIN_1040,,9999-12-31,True
308,calvin,2017-02-14,calvin,ODS_FIN_1040,,9999-12-31,True
309,calvin,2017-02-14,calvin,ODS_FIN_1060,,9999-12-31,True
310,calvin,2017-02-14,calvin,ODS_FIN_0910,,9999-12-31,True
311,calvin,2017-02-10,calvin,ODS_FIN_0570,,9999-12-31,True
312,calvin,2017-02-10,calvin,ODS_FIN_0571,,9999-12-31,True
313,calvin,2017-02-10,calvin,ODS_FIN_0572,,9999-12-31,True
314,calvin,2017-02-10,calvin,ODS_FIN_0573,,9999-12-31,True
414,calvin,2017-02-14,calvin,ODS_FIN_0351,,9999-12-31,True
466,calvin,2017-02-09,calvin,ODS_PA_0621_P,2017-01-31,2017-01-31,True
550,calvin,2017-02-10,calvin,ODS_FIN_0760,,9999-12-31,True
553,calvin,2017-02-10,calvin,ODS_FIN_0762,,9999-12-31,True
554,calvin,2017-02-10,calvin,ODS_FIN_0763,,9999-12-31,True
555,calvin,2017-02-10,calvin,ODS_FIN_0764,,9999-12-31,True
556,calvin,2017-02-10,calvin,ODS_FIN_0765,,9999-12-31,True
558,calvin,2017-02-14,calvin,ODS_FIN_0351,,9999-12-31,True
559,calvin,2017-02-14,calvin,ODS_FIN_0351,,9999-12-31,True
560,calvin,2017-02-14,calvin,ODS_FIN_0351,,9999-12-31,True
563,calvin,2017-02-14,calvin,ODS_FIN_0351,,9999-12-31,True
1062,calvin,2017-02-10,calvin,ODS_FIN_0410,,9999-12-31,True
1069,calvin,2017-02-10,calvin,ODS_FIN_0410,,9999-12-31,True
1072,calvin,2017-02-10,calvin,ODS_FIN_0560,,9999-12-31,True
1073,calvin,2017-02-10,calvin,ODS_FIN_0561,,9999-12-31,True
1074,calvin,2017-02-10,calvin,ODS_FIN_0562,,9999-12-31,True
1075,calvin,2017-02-10,calvin,ODS_FIN_0563,,9999-12-31,True
1424,calvin,2017-04-19,calvin,ODS_FIN_0730,,9999-12-31,True
