,username,query_date,report_name,doc,start_date,end_date,is_period,query_date_year,query_date_month,query_date_day,query_date_weekday,doc_start_date_year,doc_start_date_month,doc_start_date_day,doc_start_date_weekday,doc_end_date_year,doc_end_date_month,doc_end_date_day,doc_end_date_weekday
871,NBJENIA,2017-02-09,NBJENIA,ODS_UNB_0260,2017-02-08,2017-02-08,True,2017,2,9,4,2017,2,8,3,2017,2,8,3
872,NBJENIA,2017-02-09,NBJENIA,ODS_UNB_0260,2017-02-08,2017-02-08,True,2017,2,9,4,2017,2,8,3,2017,2,8,3
873,NBJENIA,2017-02-09,NBJENIA,ODS_UNB_0260,2017-02-07,2017-02-07,True,2017,2,9,4,2017,2,7,2,2017,2,7,2
874,NBJENIA,2017-02-09,NBJENIA,ODS_UNB_0260,2017-01-01,2017-01-01,True,2017,2,9,4,2017,1,1,7,2017,1,1,7
876,NBJENIA,2017-02-09,NBJENIA,ODS_UNB_0260,2017-01-31,2017-01-31,True,2017,2,9,4,2017,1,31,2,2017,1,31,2
1217,NBJENIA,2017-02-09,NBJENIA,ODS_UNB_0260,2016-01-31,2016-01-31,True,2017,2,9,4,2016,1,31,7,2016,1,31,7
1218,NBJENIA,2017-02-09,NBJENIA,ODS_UNB_0260,2017-01-01,2017-01-01,True,2017,2,9,4,2017,1,1,7,2017,1,1,7
1219,NBJENIA,2017-02-09,NBJENIA,ODS_UNB_0260,2017-01-31,2017-01-31,True,2017,2,9,4,2017,1,31,2,2017,1,31,2
