,username,query_date,report_name,doc,start_date,end_date,is_period
17601,000923,2017-03-31,000923,ODS_POS_0960,,9999-12-31,True
17602,000923,2017-03-31,000923,ODS_POS_0930,,9999-12-31,True
17604,000923,2017-03-31,000923,ODS_POS_0930,,9999-12-31,True
17629,000923,2017-03-31,000923,ODS_POS_0930,,9999-12-31,True
21004,000923,2017-03-31,000923,ODS_POS_1330,2017-03-01,2017-03-01,True
21088,000923,2017-03-31,000923,ODS_POS_1330,2017-03-01,2017-03-01,True
21091,000923,2017-03-31,000923,ODS_POS_1010,2017-02-27,2017-02-27,True
21092,000923,2017-03-31,000923,ODS_POS_1010,2017-02-27,2017-02-27,True
