,username,query_date,report_name,doc,start_date,end_date,is_period,query_date_year,query_date_month,query_date_day,query_date_weekday,doc_start_date_year,doc_start_date_month,doc_start_date_day,doc_start_date_weekday,doc_end_date_year,doc_end_date_month,doc_end_date_day,doc_end_date_weekday
10980,user2,2017-03-14,user2,FMT_POS_0360,2017-01-01,2017-03-14,True,2017,3,14,2,2017,1,1,7,2017,3,14,2
25941,user2,2017-04-07,user2,FMT_POS_0360,2017-01-03,2017-03-31,True,2017,4,7,5,2017,1,3,2,2017,3,31,5
30623,user2,2017-04-21,user2,FMT_POS_0360,2017-04-30,2017-04-30,True,2017,4,21,5,2017,4,30,7,2017,4,30,7
