2017-03-01,50
2017-02-22,21
2017-02-24,18
2017-04-10,18
2017-02-14,17
2017-03-15,9
2017-04-08,9
2017-03-31,8
2017-02-20,8
2017-02-09,7
2017-03-17,6
2017-03-30,6
2017-03-29,6
2017-03-16,5
2017-03-23,5
2017-04-05,5
2017-02-16,5
2017-04-20,4
2017-02-17,4
2017-02-15,4
2017-02-10,4
2017-03-14,4
2017-03-09,3
2017-04-18,3
2017-03-10,3
2017-03-04,3
2017-04-19,3
2017-04-17,2
2017-04-07,2
2017-03-07,2
2017-03-03,2
2017-03-24,2
2017-03-22,2
2017-02-23,1
2017-03-13,1
2017-03-18,1
2017-04-12,1
2017-02-13,1
2017-03-27,1
2017-03-28,1
2017-03-08,1
