,username,query_date,report_name,doc,start_date,end_date,is_period
1667,000358,2017-02-14,000358,FMT-POS-0040,,2017-02-01,True
2906,ricky,2017-02-18,ricky,FMT-POS-0040,2017-01-02,2017-01-02,True
4110,yusiang,2017-02-23,yusiang,FMT-POS-0040,2017-02-20,2017-02-20,True
4756,000358,2017-03-08,000358,FMT-POS-0040,2017-02-20,2017-02-20,True
5312,user4,2017-02-23,user4,FMT-POS-0040,2017-01-03,2017-01-03,True
7239,user4,2017-02-23,user4,FMT-POS-0040,2017-01-03,2017-01-03,True
9780,000358,2017-03-08,000358,FMT-POS-0040,2017-02-20,2017-02-20,True
9962,yusiang,2017-03-08,yusiang,FMT-POS-0040,2017-02-20,2017-02-20,True
10035,000358,2017-03-08,000358,FMT-POS-0040,2017-02-20,2017-02-20,True
18319,user4,2017-03-29,user4,FMT-POS-0040,2017-03-01,2017-03-01,True
19734,000358,2017-03-30,000358,FMT-POS-0040,2017-03-01,2017-03-01,True
26293,001231,2017-04-11,001231,FMT-POS-0040,2017-04-05,2017-04-05,True
