,username,query_date,report_name,doc,start_date,end_date,is_period
1672,000358,2017-02-14,000358,ODS-POS-0970,,2017-02-01,True
2911,ricky,2017-02-18,ricky,ODS-POS-0970,2017-01-02,2017-01-02,True
4115,yusiang,2017-02-23,yusiang,ODS-POS-0970,2017-02-20,2017-02-20,True
4761,000358,2017-03-08,000358,ODS-POS-0970,2017-02-20,2017-02-20,True
5332,user4,2017-02-23,user4,ODS-POS-0970,2017-01-03,2017-01-03,True
7248,user4,2017-02-23,user4,ODS-POS-0970,2017-01-03,2017-01-03,True
9785,000358,2017-03-08,000358,ODS-POS-0970,2017-02-20,2017-02-20,True
9967,yusiang,2017-03-08,yusiang,ODS-POS-0970,2017-02-20,2017-02-20,True
10044,000358,2017-03-08,000358,ODS-POS-0970,2017-02-20,2017-02-20,True
18324,user4,2017-03-29,user4,ODS-POS-0970,2017-03-01,2017-03-01,True
19739,000358,2017-03-30,000358,ODS-POS-0970,2017-03-01,2017-03-01,True
26298,001231,2017-04-11,001231,ODS-POS-0970,2017-04-05,2017-04-05,True
