,username,query_date,report_name,doc,start_date,end_date,is_period
1664,000358,2017-02-14,000358,FMT-POS-0010,,2017-02-01,True
2903,ricky,2017-02-18,ricky,FMT-POS-0010,2017-01-02,2017-01-02,True
4107,yusiang,2017-02-23,yusiang,FMT-POS-0010,2017-02-20,2017-02-20,True
4810,000358,2017-03-08,000358,FMT-POS-0010,2017-02-20,2017-02-20,True
5309,user4,2017-02-23,user4,FMT-POS-0010,2017-01-03,2017-01-03,True
7236,user4,2017-02-23,user4,FMT-POS-0010,2017-01-03,2017-01-03,True
9959,yusiang,2017-03-08,yusiang,FMT-POS-0010,2017-02-20,2017-02-20,True
10032,000358,2017-03-08,000358,FMT-POS-0010,2017-02-20,2017-02-20,True
10355,000358,2017-03-08,000358,FMT-POS-0010,2017-02-20,2017-02-20,True
18316,user4,2017-03-29,user4,FMT-POS-0010,2017-03-01,2017-03-01,True
19731,000358,2017-03-30,000358,FMT-POS-0010,2017-03-01,2017-03-01,True
26286,001231,2017-04-11,001231,FMT-POS-0010,2017-04-05,2017-04-05,True
