,username,query_date,report_name,doc,start_date,end_date,is_period,query_date_year,query_date_month,query_date_day,query_date_weekday,doc_start_date_year,doc_start_date_month,doc_start_date_day,doc_start_date_weekday,doc_end_date_year,doc_end_date_month,doc_end_date_day,doc_end_date_weekday
5809,jimmy,2017-03-03,jimmy,ODS_CLM_0510,2017-01-10,2017-01-10,True,2017,3,3,5,2017,1,10,2,2017,1,10,2
6002,jimmy,2017-03-03,jimmy,ODS_CLM_0510,2017-01-10,2017-01-10,True,2017,3,3,5,2017,1,10,2,2017,1,10,2
6472,allencha,2017-03-03,allencha,ODS_CLM_0510,2017-01-20,2017-01-20,True,2017,3,3,5,2017,1,20,5,2017,1,20,5
7649,calvin,2017-03-10,calvin,ODS_CLM_0510,2016-01-26,2016-01-26,True,2017,3,10,5,2016,1,26,2,2016,1,26,2
8833,001101,2017-03-06,001101,ODS_CLM_0510,2017-01-31,2017-01-31,True,2017,3,6,1,2017,1,31,2,2017,1,31,2
19549,user1,2017-03-29,user1,ODS_CLM_0510,2017-01-26,2017-01-26,True,2017,3,29,3,2017,1,26,4,2017,1,26,4
