,username,query_date,report_name,doc,start_date,end_date,is_period
11532,user1,2017-03-13,user1,FMT_UNB_0363,,9999-12-31,True
15688,mPOS,2017-03-24,mPOS,FMT_UNB_0363,,,True
18364,mPOS,2017-03-29,mPOS,FMT_UNB_0363,,,True
18569,000358,2017-03-27,000358,FMT_UNB_0363,2017-03-01,2017-03-01,True
22350,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
22362,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
22404,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
22411,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
22420,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
22423,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
22424,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
22425,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
24149,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
24151,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
24412,mPOS,2017-04-06,mPOS,FMT_UNB_0363,,,True
29213,000791,2017-04-13,000791,FMT_UNB_0363,,9999-12-31,True
32142,mPOS,2017-04-20,mPOS,FMT_UNB_0363,,,True
