,username,query_date,report_name,doc,start_date,end_date,is_period
4100,000368,2017-02-23,000368,FMT_PA_0950,0106-01-04,0106-01-04,True
6529,000898,2017-03-03,000898,FMT_PA_0950,2016-05-01,2017-03-03,True
6566,000898,2017-03-03,000898,FMT_PA_0950,2016-08-01,2017-03-03,True
7748,002064,2017-03-01,002064,FMT_PA_0950,2016-10-01,2016-11-01,True
7796,002064,2017-03-01,002064,FMT_PA_0950,2016-01-01,2016-12-31,True
8001,000898,2017-03-04,000898,FMT_PA_0950,2017-01-10,2017-01-10,True
8511,000898,2017-03-10,000898,FMT_PA_0950,0106-01-04,0106-01-25,True
9471,000898,2017-03-10,000898,FMT_PA_0950,0106-01-11,0106-01-31,True
11787,user19,2017-03-15,user19,FMT_PA_0950,2000-05-01,2027-03-31,True
12145,mPOS,2017-03-15,mPOS,FMT_PA_0950,,,True
13437,000898,2017-03-18,000898,FMT_PA_0950,2017-01-01,2017-03-31,True
13710,000898,2017-03-20,000898,FMT_PA_0950,0106-02-28,0106-02-28,True
13713,000898,2017-03-20,000898,FMT_PA_0950,0106-01-02,0106-02-28,True
15184,mPOS,2017-03-24,mPOS,FMT_PA_0950,,,True
15188,mPOS,2017-03-24,mPOS,FMT_PA_0950,,,True
16076,mPOS,2017-03-24,mPOS,FMT_PA_0950,,,True
16842,000368,2017-03-24,000368,FMT_PA_0950,0106-02-28,0106-02-28,True
18281,mPOS,2017-03-29,mPOS,FMT_PA_0950,,,True
18799,user18,2017-03-27,user18,FMT_PA_0950,2017-03-01,2017-03-31,True
18884,user18,2017-03-27,user18,FMT_PA_0950,2017-03-01,2017-03-31,True
18961,user18,2017-03-27,user18,FMT_PA_0950,2017-03-01,2017-03-31,True
19038,user18,2017-03-27,user18,FMT_PA_0950,2017-03-01,2017-03-31,True
19149,mPOS,2017-03-29,mPOS,FMT_PA_0950,,,True
19260,user15,2017-03-27,user15,FMT_PA_0950,2014-03-01,2017-12-31,True
19338,user10,2017-03-27,user10,FMT_PA_0950,2016-03-26,2016-03-28,True
19415,user10,2017-03-27,user10,FMT_PA_0950,2017-03-01,2017-03-31,True
19953,user18,2017-03-27,user18,FMT_PA_0950,2017-03-01,2017-03-31,True
20570,yusiang,2017-03-27,yusiang,FMT_PA_0950,2012-01-01,2017-01-01,True
26997,000898,2017-04-10,000898,FMT_PA_0950,2017-01-01,2017-04-01,True
27914,002064,2017-04-10,002064,FMT_PA_0950,2012-01-01,2020-01-01,True
27925,000898,2017-04-10,000898,FMT_PA_0950,2017-01-01,2017-04-01,True
27949,000898,2017-04-10,000898,FMT_PA_0950,2017-01-01,2017-04-01,True
28379,000898,2017-04-10,000898,FMT_PA_0950,2017-03-01,2017-04-01,True
28747,000898,2017-04-10,000898,FMT_PA_0950,,9999-12-31,True
