,username,query_date,report_name,doc,start_date,end_date,is_period
1691,000358,2017-02-14,000358,ODS_SC_6211,,2017-02-01,True
2901,ricky,2017-02-18,ricky,ODS_SC_6211,2017-01-02,2017-01-02,True
4105,yusiang,2017-02-23,yusiang,ODS_SC_6211,2017-02-20,2017-02-20,True
5307,user4,2017-02-23,user4,ODS_SC_6211,2017-01-03,2017-01-03,True
7234,user4,2017-02-23,user4,ODS_SC_6211,2017-01-03,2017-01-03,True
9957,yusiang,2017-03-08,yusiang,ODS_SC_6211,2017-02-20,2017-02-20,True
10030,000358,2017-03-08,000358,ODS_SC_6211,2017-02-20,2017-02-20,True
10127,000358,2017-03-08,000358,ODS_SC_6211,2017-02-20,2017-02-20,True
10353,000358,2017-03-08,000358,ODS_SC_6211,2017-02-20,2017-02-20,True
12509,001308,2017-03-18,001308,ODS_SC_6211,2017-02-28,2017-02-28,True
13041,001308,2017-03-16,001308,ODS_SC_6211,2017-02-28,2017-02-28,True
14901,001308,2017-03-22,001308,ODS_SC_6211,2017-02-28,2017-02-28,True
18314,user4,2017-03-29,user4,ODS_SC_6211,2017-03-01,2017-03-01,True
18808,000551,2017-03-27,000551,ODS_SC_6211,2017-03-01,2017-03-01,True
19137,000551,2017-03-27,000551,ODS_SC_6211,2017-03-01,2017-03-01,True
19729,000358,2017-03-30,000358,ODS_SC_6211,2017-03-01,2017-03-01,True
23723,jessie,2017-04-07,jessie,ODS_SC_6211,2017-01-31,2017-01-31,True
23726,jessie,2017-04-07,jessie,ODS_SC_6211,2017-03-31,2017-03-31,True
23727,jessie,2017-04-07,jessie,ODS_SC_6211,2017-03-01,2017-03-01,True
23729,jessie,2017-04-07,jessie,ODS_SC_6211,2017-03-31,2017-03-31,True
25791,001308,2017-04-08,001308,ODS_SC_6211,2017-03-31,2017-03-31,True
26284,001231,2017-04-11,001231,ODS_SC_6211,2017-04-05,2017-04-05,True
26402,dennis,2017-04-12,dennis,ODS_SC_6211,,9999-12-31,True
26593,dennis,2017-04-12,dennis,ODS_SC_6211,,9999-12-31,True
26594,dennis,2017-04-12,dennis,ODS_SC_6211,,9999-12-31,True
26614,dennis,2017-04-12,dennis,ODS_SC_6211,,9999-12-31,True
27290,dennis,2017-04-11,dennis,ODS_SC_6211,2017-03-31,2017-03-31,True
27291,dennis,2017-04-11,dennis,ODS_SC_6211,2017-03-31,2017-03-31,True
27407,jessie,2017-04-12,jessie,ODS_SC_6211,,9999-12-31,True
29457,dennis,2017-04-14,dennis,ODS_SC_6211,2017-04-05,2017-04-05,True
29536,dennis,2017-04-14,dennis,ODS_SC_6211,2017-04-05,2017-04-05,True
29539,dennis,2017-04-14,dennis,ODS_SC_6211,2017-04-05,2017-04-05,True
29541,dennis,2017-04-14,dennis,ODS_SC_6211,2017-04-05,2017-04-05,True
30262,dennis,2017-04-15,dennis,ODS_SC_6211,2017-04-05,2017-04-05,True
31017,jessie,2017-04-18,jessie,ODS_SC_6211,2017-04-30,2017-04-30,True
