SAMPLE_01,63
ODS_PA_0631_P,27
ODS_UNB_0410,22
ODS_PA_0590_P,17
ODS_FIN_0330,16
ODS_CLM_0350,14
ODS_CLM_0580,13
#POLICY#,11
FMT_POS_0080,10
ODS_PA_0391,8
ODS_FIN_0270,6
FMT_POS_0170,4
ODS_CLM_0571,4
FMT_POS_0370,4
FMT_POS_0060,4
ODS_INV_7250,4
FMT_POS_0310,4
FMT_POS_0090,4
FMT_POS_1540,4
FMT_POS_0070,4
ODS_CLM_0560,3
FMT_POS_0010,3
ODS_PA_0390,3
ODS_CLM_0561,2
ODS_CLM_0430,2
ODS-POS-1160,2
FMT-POS-0010,2
ODS_SC_6211,2
LS_SC_5730,2
ODS_POS_1310,2
ODS-POS-0930,2
ODS_POS_1250,2
ODS_POS_1360,2
FMT-POS-0260,2
ODS_POS_1260,2
ODS_PA_0630_P,2
FMT-POS-0040,2
ODS_POS_1580,2
FMT-POS-0020,2
ODS_POS_1722,2
ODS_POS_1380,2
FMT-POS-1120,2
ODS-POS-0970,2
ODS_SC_6210,2
FMT_POS_0430,2
ODS_POS_7150,2
ODS-POS-0950,2
ODS_UNB_0221,2
FMT_POS_7230,2
FMT-POS-0030,2
ODS_CLM_0570,2
ODS_POS_1350,2
FMT_PA_0710,1
FMT_POS_1670,1
FMT_POS_0100,1
FMT_POS_0440,1
FMT_POS_1560,1
FMT_PA_0990,1
ODS_FIN_0351,1
FMT_POS_1571,1
FMT_PA_0853,1
FMT_PA_0880,1
FMT_POS_0030,1
FMT_POS_0350,1
ODS_FIN_0510,1
FMT_POS_0160,1
FMT_PA_0960,1
FMT_PA_0951,1
FMT_PA_0830,1
FMT_PA_0780,1
FMT_PA_0900,1
FMT_PA_0852,1
FMT_PA_0950,1
FMT_PA_0890,1
FMT_POS_7210,1
FMT_PA_0930,1
FMT_PA_0854,1
FMT_POS_0130,1
FMT_PA_0851,1
FMT_PA_0870,1
FMT_PA_0910,1
FMT_POS_0180,1
ODS_INV_7010,1
FMT_PA_0850,1
FMT_PA_0790,1
FMT_PA_0961,1
FMT_POS_0110,1
FMT_PA_0800,1
FMT_PA_0860,1
FMT_PA_1000,1
FMT_PA_0760,1
FMT_POS_0360,1
FMT_PA_0770,1
ODS_CLM_0440,1
FMT_PA_0940,1
FMT_PA_0730,1
FMT_PA_0750,1
FMT_PA_0920,1
FMT_POS_0320,1
FMT_PA_0820,1
FMT_UNB_0090,1
FMT_POS_1570,1
FMT_POS_0290,1
FMT_POS_0250,1
FMT_PA_0970,1
FMT_PA_0810,1
FMT_POS_0340,1
FMT_POS_0380,1
FMT_PA_1020,1
FMT_POS_0260,1
ODS_UNB_0701,1
FMT_PA_0840,1
FMT_POS_0270,1
ODS_INV_7320,1
FMT_POS_0040,1
FMT_POS_0140,1
FMT_POS_0240,1
FMT_POS_1120,1
FMT_POS_0470,1
FMT_POS_0020,1
FMT_PA_0855,1
FMT_PA_0740,1
FMT_POS_0150,1
FMT_PA_0980,1
