2017-04-05,64
2017-02-17,50
2017-03-10,47
2017-03-04,42
2017-04-07,33
2017-04-11,29
2017-04-20,29
2017-03-07,28
2017-03-13,26
2017-03-06,23
2017-03-01,22
2017-03-23,22
2017-04-18,21
2017-04-19,19
2017-03-17,19
2017-03-02,18
2017-03-25,18
2017-03-15,18
2017-04-12,17
2017-03-30,16
2017-03-20,15
2017-02-10,15
2017-03-08,14
2017-02-23,14
2017-03-21,14
2017-04-21,13
2017-02-09,12
2017-02-20,12
2017-03-29,12
2017-04-17,12
2017-03-16,12
2017-02-22,10
2017-02-24,10
2017-03-09,10
2017-02-08,9
2017-03-14,8
2017-04-13,8
2017-03-28,8
2017-03-22,8
2017-02-15,8
2017-03-24,8
2017-04-06,7
2017-03-26,7
2017-03-18,7
2017-04-04,6
2017-02-18,6
2017-04-14,6
2017-02-21,5
2017-03-27,4
2017-02-16,4
2017-04-15,3
2017-03-11,3
2017-04-10,3
2017-04-03,3
2017-03-12,3
2017-03-31,2
2017-03-03,2
2017-02-14,1
