ODS_PA_0500_P,3
ODS_FIN_0571,3
ODS_FIN_0410,3
ODS_FIN_0573,3
ODS_FIN_0570,2
ODS_PA_0501_P,2
ODS_FIN_0572,2
ODS_FIN_0782,1
ODS_FIN_0742,1
ODS_FIN_0766,1
ODS_FIN_0806,1
ODS_FIN_0760,1
ODS_FIN_0801,1
ODS_FIN_0764,1
ODS_FIN_0743,1
ODS_FIN_0763,1
ODS_FIN_0591,1
ODS_FIN_0765,1
ODS_FIN_0590,1
ODS_FIN_0761,1
ODS_FIN_0800,1
ODS_FIN_0741,1
ODS_FIN_0561,1
ODS_FIN_0933,1
ODS_FIN_0931,1
ODS_FIN_0932,1
ODS_FIN_0592,1
ODS_FIN_0563,1
ODS_FIN_0805,1
ODS_FIN_0785,1
ODS_FIN_0804,1
ODS_FIN_0420,1
ODS_FIN_0562,1
ODS_FIN_0593,1
ODS_FIN_0950,1
ODS_FIN_0802,1
ODS_FIN_0780,1
ODS_FIN_0781,1
ODS_FIN_0740,1
ODS_FIN_0783,1
ODS_FIN_0930,1
ODS_FIN_0784,1
ODS_FIN_0560,1
ODS_FIN_0762,1
ODS_FIN_0803,1
